alert_id,timestamp,host,metric,value,severity,message,source
f5c38348-7a70-4662-9c83-a3e67ca42e1e,1587401550000,db_004,MEM_real_util,4.81,Critical,High Memory Utilization,db_oracle_11g.csv
b4b1e588-6b20-4357-a22b-f4e82a0ca3e0,1587401554000,db_011,MEM_real_util,57.28,Critical,High Memory Utilization,db_oracle_11g.csv
7ba9984e-6045-4898-bddc-f11fa88ea259,1587401565000,db_008,MEM_real_util,84.16,Critical,High Memory Utilization,db_oracle_11g.csv
332995ff-cf44-4ef5-bdb4-80d4cf629205,1587401565000,db_003,MEM_real_util,46.68,Critical,High Memory Utilization,db_oracle_11g.csv
b2b064f7-c8b8-4ee7-b48b-35d79867580b,1587401565000,db_001,MEM_real_util,46.17,Critical,High Memory Utilization,db_oracle_11g.csv
751381c0-2db2-488a-9303-69216e0c1cbb,1587401570000,db_012,MEM_real_util,79.44,Critical,High Memory Utilization,db_oracle_11g.csv
82d29126-578d-4cc9-8559-8598938cafcd,1587401580000,db_007,MEM_real_util,80.43,Critical,High Memory Utilization,db_oracle_11g.csv
1a8f050e-811a-435f-9582-c39d274231f3,1587401580000,os_002,CPU_util_pct,1.662705,Critical,High CPU Utilization,os_linux.csv
01061268-fbe7-4e73-80da-a03158cf7949,1587401583000,db_009,MEM_real_util,8.86,Critical,High Memory Utilization,db_oracle_11g.csv
2d0b6c71-3c41-4e24-ad2d-2dc3dd9d4960,1587401586000,db_010,MEM_real_util,56.58,Critical,High Memory Utilization,db_oracle_11g.csv
f09fcee9-e617-45f4-8385-d2dee579ba5b,1587401595000,db_005,MEM_real_util,80.62,Critical,High Memory Utilization,db_oracle_11g.csv
73e280ce-ef10-418b-94ac-1948238730e3,1587401595000,db_002,MEM_real_util,45.2,Critical,High Memory Utilization,db_oracle_11g.csv
b3821101-adc7-4103-99f6-56779e2c2406,1587401598000,db_013,MEM_real_util,54.73,Critical,High Memory Utilization,db_oracle_11g.csv
f3d7f874-beba-457c-afa6-eb2d68cd9949,1587401598000,os_001,CPU_util_pct,1.963374,Critical,High CPU Utilization,os_linux.csv
a3972f64-ea29-4f55-9086-180ed392f8e4,1587401601000,os_019,CPU_util_pct,2.574465,Critical,High CPU Utilization,os_linux.csv
302d0d37-4244-4e05-9aa6-b493b9024d42,1587401602000,os_018,CPU_util_pct,2.987515,Critical,High CPU Utilization,os_linux.csv
875b5655-3270-4e1b-b974-31b96210d7c1,1587401604000,db_009,Sess_Connect,533.0,Warning,Too Many Database Sessions,db_oracle_11g.csv
